12/07/2009 	10	13	14	19	31
12/08/2009 	05	07	18	24	38
12/09/2009 	05	08	15	16	29
12/10/2009 	09	12	18	31	35
12/11/2009 	05	23	26	35	39
12/12/2009 	07	16	18	21	35
12/13/2009 	17	22	30	31	39
12/14/2009 	01	10	22	30	37
12/15/2009 	02	10	18	19	36
12/16/2009 	11	13	24	26	28
12/17/2009 	02	03	07	14	36
12/18/2009 	06	14	24	30	34
12/19/2009 	07	10	17	23	29
12/20/2009 	07	08	09	15	28
12/21/2009 	11	20	27	34	36
12/22/2009 	10	12	14	22	27
12/23/2009 	03	14	15	29	37
12/24/2009 	05	24	26	28	39
12/26/2009 	03	05	11	29	33
12/27/2009 	01	07	11	15	31
12/28/2009 	02	09	11	15	18
12/29/2009 	16	23	25	28	37
12/30/2009 	05	24	29	36	39
12/31/2009 	01	04	16	17	39
