01/15/2011	22	13	9	37	23	31
01/12/2011	48	23	40	21	19	27
01/08/2011	7	52	6	33	26	24
01/05/2011	40	22	32	26	38	7
01/01/2011	37	47	18	22	54	36
12/29/2010	18	37	20	16	3	30
12/25/2010	52	50	1	38	17	24
12/22/2010	33	11	44	47	46	12
12/18/2010	43	19	4	11	33	14
12/15/2010	32	18	45	10	11	18
12/11/2010	1	8	19	10	20	23
12/08/2010	25	8	11	58	41	16
12/04/2010	27	24	42	31	13	22
12/01/2010	10	5	12	11	20	2
11/27/2010	47	37	30	54	10	39
11/24/2010	20	8	21	37	32	4
11/20/2010	12	10	38	53	57	1
11/17/2010	14	59	54	53	16	5
11/13/2010	30	51	17	48	54	29
11/10/2010	5	8	44	40	11	10
11/06/2010	7	12	23	34	38	33
11/03/2010	34	45	38	39	50	33
10/30/2010	49	7	27	1	36	39
10/27/2010	25	24	20	59	53	15
10/23/2010	20	2	46	7	16	34
10/20/2010	20	39	7	17	59	17
10/16/2010	28	16	12	11	15	11
10/13/2010	46	34	32	22	12	2
10/09/2010	42	32	49	6	2	35
10/06/2010	26	41	14	37	46	24
10/02/2010	30	12	36	20	47	25
09/29/2010	52	13	55	44	51	30
09/25/2010	8	35	27	16	42	30
09/22/2010	10	36	52	24	55	15
09/18/2010	18	44	1	39	37	13
09/15/2010	7	20	21	34	43	34
09/11/2010	36	20	59	17	7	33
09/08/2010	10	57	51	35	39	20
09/04/2010	33	22	42	14	11	38
09/01/2010	40	20	21	17	51	19
08/28/2010	32	56	4	27	22	13
08/25/2010	17	36	29	16	31	23
08/21/2010	7	22	10	27	12	26
08/18/2010	47	4	33	32	55	39
08/14/2010	58	50	36	9	33	31
08/11/2010	22	52	10	23	7	29
08/07/2010	52	26	31	22	4	30
08/04/2010	53	30	19	37	28	36
07/31/2010	1	57	16	41	17	15
07/28/2010	1	11	20	27	25	2
07/24/2010	59	30	46	38	20	27
07/21/2010	16	58	22	30	51	25
07/17/2010	27	37	22	45	35	3
07/14/2010	21	23	38	20	42	6
07/10/2010	28	21	20	56	27	4
07/07/2010	10	41	44	56	48	4
07/03/2010	52	53	3	14	10	3
06/30/2010	38	43	6	48	47	27
06/26/2010	57	30	13	38	32	25
06/23/2010	48	11	45	30	47	10
06/19/2010	54	31	9	30	50	39
06/16/2010	29	18	11	36	8	6
06/12/2010	38	13	12	9	35	30
06/09/2010	22	49	27	14	32	5
06/05/2010	18	34	40	59	48	25
06/02/2010	39	14	43	9	4	38
05/29/2010	24	3	28	1	41	10
05/26/2010	6	20	10	1	13	32
05/22/2010	20	19	47	57	40	29
05/19/2010	7	58	55	29	2	27
05/15/2010	28	15	36	23	21	20
05/12/2010	52	58	53	37	51	38
05/08/2010	41	5	57	34	22	31
05/05/2010	47	13	34	40	57	11
05/01/2010	23	25	16	49	58	20
04/28/2010	28	44	12	22	25	24
04/24/2010	57	56	1	53	12	5
04/21/2010	11	34	55	41	49	20
04/17/2010	22	41	49	21	5	15
04/14/2010	14	6	32	52	38	20
04/10/2010	21	22	52	49	58	34
04/07/2010	36	52	44	4	40	33
04/03/2010	15	59	52	10	31	4
03/31/2010	13	45	54	5	17	12
03/27/2010	21	7	32	52	44	10
03/24/2010	14	49	39	24	20	7
03/20/2010	9	36	44	45	39	9
03/17/2010	55	26	48	45	24	8
03/13/2010	16	36	20	6	31	8
03/10/2010	41	37	17	50	21	1
03/06/2010	41	33	10	59	29	15
03/03/2010	14	49	9	7	45	23
02/27/2010	47	18	58	53	51	30
02/24/2010	50	17	57	35	4	12
02/20/2010	13	54	41	37	27	32
02/17/2010	36	7	26	8	19	15
02/13/2010	14	10	40	51	30	1
02/10/2010	29	8	37	38	5	34
02/06/2010	22	54	52	14	59	4
02/03/2010	37	52	22	36	17	24
01/30/2010	26	35	48	47	6	21
01/27/2010	15	26	31	6	20	9
01/23/2010	53	16	15	42	20	17
01/20/2010	46	15	43	44	32	19
01/16/2010	41	8	7	55	23	23
01/13/2010	32	15	8	11	50	27
01/09/2010	41	44	20	54	50	22
01/06/2010	56	27	29	20	58	31
01/02/2010	23	3	7	42	27	37
12/30/2009	5	52	14	38	39	6
12/26/2009	53	41	36	32	37	30
12/23/2009	52	8	49	51	32	23
12/19/2009	24	41	17	47	39	21
12/16/2009	23	43	25	35	13	15
12/12/2009	14	41	12	13	35	29
12/09/2009	58	12	5	1	13	21
12/05/2009	41	58	27	39	44	17
12/02/2009	37	46	14	34	55	37
11/28/2009	46	50	27	28	26	21
11/25/2009	18	13	4	59	49	5
11/21/2009	26	36	7	49	58	4
11/18/2009	58	59	32	50	42	31
11/14/2009	57	30	19	48	32	14
11/11/2009	12	8	22	29	14	22
11/07/2009	32	37	46	50	7	26
11/04/2009	51	10	45	11	14	17
10/31/2009	19	26	54	41	2	23
10/28/2009	51	46	26	3	11	23
10/24/2009	38	22	59	49	14	16
10/21/2009	34	51	45	6	16	4
10/17/2009	16	5	49	30	25	39
10/14/2009	15	30	5	40	25	6
10/10/2009	45	49	50	13	32	30
10/07/2009	2	50	38	21	20	22
10/03/2009	50	57	24	12	48	22
09/30/2009	52	54	41	42	57	30
09/26/2009	34	20	36	39	18	19
09/23/2009	7	8	29	20	25	11
09/19/2009	25	24	49	30	5	23
09/16/2009	17	56	37	40	51	25
09/12/2009	13	28	56	41	38	25
09/09/2009	16	18	51	53	4	23
09/05/2009	35	27	16	9	57	29
09/02/2009	23	47	36	18	59	36
08/29/2009	1	53	20	37	52	33
08/26/2009	43	23	1	21	30	11
08/22/2009	6	51	3	20	32	23
08/19/2009	43	14	31	51	24	27
08/15/2009	14	26	32	15	36	12
08/12/2009	32	10	25	47	34	5
08/08/2009	45	37	50	33	4	11
08/05/2009	34	25	41	49	46	29
08/01/2009	53	37	46	39	5	8
07/29/2009	38	2	43	5	59	8
07/25/2009	33	5	52	46	17	9
07/22/2009	6	22	4	16	32	11
07/18/2009	21	26	47	4	28	37
07/15/2009	26	50	57	52	51	37
07/11/2009	39	1	4	42	20	2
07/08/2009	50	56	42	53	19	39
07/04/2009	22	4	41	44	9	14
07/01/2009	38	53	9	52	32	15
06/27/2009	48	39	26	18	22	17
06/24/2009	53	24	51	16	18	16
06/20/2009	28	22	3	11	18	33
06/17/2009	53	9	37	5	42	27
06/13/2009	20	41	13	35	16	6
06/10/2009	26	42	58	27	15	37
06/06/2009	45	10	23	30	18	2
06/03/2009	22	20	32	16	37	9
05/30/2009	51	42	1	59	23	20
05/27/2009	5	16	6	21	12	7
05/23/2009	52	19	57	34	23	21
05/20/2009	23	30	42	35	31	6
05/16/2009	6	7	40	56	31	38
05/13/2009	30	40	37	32	19	37
05/09/2009	49	32	4	15	58	21
05/06/2009	12	7	22	31	8	18
05/02/2009	45	20	38	42	3	27
04/29/2009	6	36	50	19	59	13
04/25/2009	52	42	30	8	26	15
04/22/2009	30	15	48	22	37	12
04/18/2009	7	28	44	43	15	20
04/15/2009	59	22	26	16	27	5
04/11/2009	46	49	7	35	28	20
04/08/2009	52	56	1	6	48	9
04/04/2009	21	57	58	14	50	7
04/01/2009	2	33	41	54	9	14
03/28/2009	48	2	16	41	3	19
03/25/2009	23	47	10	20	54	26
03/21/2009	49	27	23	52	19	21
03/18/2009	16	29	26	45	41	1
03/14/2009	7	44	33	30	51	10
03/11/2009	13	7	47	3	34	30
03/07/2009	59	27	56	28	21	21
03/04/2009	6	1	44	55	49	36
02/28/2009	3	58	16	20	42	7
02/25/2009	32	49	42	56	17	11
02/21/2009	31	46	13	45	41	21
02/18/2009	44	15	56	39	2	15
02/14/2009	33	8	45	9	2	5
02/11/2009	5	22	45	49	10	37
02/07/2009	18	53	5	28	20	27
02/04/2009	24	44	30	32	7	18
01/31/2009	33	26	14	41	1	37
01/28/2009	10	32	18	5	23	4
01/24/2009	6	37	42	20	25	25
01/21/2009	26	20	54	46	38	23
01/17/2009	9	5	59	23	2	26
01/14/2009	46	34	25	8	39	34
01/10/2009	8	56	10	18	43	9
01/07/2009	31	52	23	33	38	24
01/03/2009	38	22	55	24	17	24
