04,13,15,19,29
01,06,11,18,30
05,12,14,33,39
08,13,19,29,31
03,18,21,26,35
05,10,18,32,36
01,13,15,24,32
05,07,20,24,28
04,05,29,31,39
03,18,25,31,37
19,29,33,35,36
14,17,30,34,38
08,09,21,32,35
12,16,24,33,36
04,05,06,13,18
09,20,29,33,35
05,08,17,36,37
10,21,25,31,32
10,18,23,36,39
13,24,27,34,35
02,29,31,36,39
11,12,24,25,32
05,17,23,27,35
01,04,32,35,37
02,04,18,25,37
05,15,18,34,37
05,07,15,21,28
09,10,14,25,35
10,11,18,30,33
03,04,08,20,23
02,04,18,21,22
03,06,10,21,34
07,12,20,23,30
06,17,23,24,39
20,23,26,28,30
04,13,20,23,30
03,22,26,29,34
25,28,36,38,39
03,18,20,30,33
02,12,16,18,32
03,18,24,28,30
06,07,10,23,35
04,11,18,24,31
10,16,22,26,39
05,15,24,33,37
01,15,19,32,35
08,13,17,37,38
19,22,23,28,30
03,09,16,20,25
06,11,23,26,32
13,17,20,23,32
11,13,17,31,36
03,07,10,15,31
12,14,18,21,26
02,06,21,25,29
08,22,29,33,34
01,18,22,24,27
06,18,21,27,38
09,14,15,22,36
16,20,24,27,39
04,20,26,30,31
02,17,26,30,37
07,08,18,29,31
01,03,04,05,26
24,26,30,34,38
13,16,23,32,33
12,16,18,24,33
21,23,27,33,39
10,13,20,25,29
10,32,35,36,37
03,08,16,17,32
03,17,27,30,36
04,08,27,29,35
02,08,21,26,31
04,11,22,27,29
02,08,12,17,18
01,03,09,21,25
08,17,21,23,25
02,15,20,30,33
09,21,27,35,39
05,06,11,23,24
02,09,23,30,37
04,21,27,31,35
21,28,31,34,38
03,07,18,19,38
01,19,21,28,30
08,09,11,24,33
08,12,26,28,33
02,06,23,29,39
07,10,26,27,39
02,14,22,34,35
03,08,20,29,35
24,28,31,33,39
08,19,30,33,39
02,08,11,25,31
01,07,10,16,39
12,17,18,25,37
05,19,21,31,35
17,23,33,34,39
09,12,14,17,26
11,16,25,36,37
08,11,19,24,37
07,15,21,24,36
13,15,17,26,27
02,11,23,35,39
01,05,11,21,31
02,04,16,26,34
07,08,15,26,36
12,21,23,25,36
23,27,28,37,38
17,25,26,29,37
05,10,13,22,34
03,14,15,16,26
02,12,15,26,35
14,17,25,29,33
02,09,16,35,38
01,02,33,36,37
08,09,23,24,38
05,09,21,25,31
09,13,16,26,32
01,06,13,23,35
15,24,25,29,33
01,14,19,33,37
01,08,19,20,27
02,06,29,31,37
11,19,30,34,39
02,10,12,28,37
01,07,25,26,36
02,05,06,16,18
07,18,22,23,33
01,08,16,30,35
04,25,26,27,34
06,09,13,17,28
03,16,18,22,27
14,20,28,30,39
05,06,13,18,32
02,09,14,16,19
05,21,25,28,39
03,09,14,15,16
07,21,23,25,33
11,12,13,23,29
19,24,27,29,32
06,17,28,34,37
23,28,29,31,39
12,17,21,23,28
09,24,25,31,36
02,11,19,22,36
09,22,33,36,38
